,회사명,종목코드
1186,LG디스플레이,34220
1187,LS전선아시아,229640
1188,NH프라임리츠,338100
1189,S&T중공업,3570
1190,S&T홀딩스,36530
1191,S-Oil,10950
1192,SK네트웍스,1740
1193,경동인베스트,12320
1194,계룡건설산업,13580
1195,고려제강,2240
1196,국동,5320
1197,남양유업,3920
1198,노루페인트,90350
1199,대상,1680
1200,대성홀딩스,16710
1201,대우조선해양,42660
1202,대호에이엘,69460
1203,덴티움,145720
1204,동원F&B,49770
1205,두산중공업,34020
1206,롯데제과,280360
1207,만호제강,1080
1208,모나미,5360
1209,문배철강,8420
1210,미창석유공업,3650
1211,백광산업,1340
1212,벽산,7210
1213,부광약품,3000
1214,부국철강,26940
1215,부산도시가스,15350
1216,비상교육,100220
1217,사조산업,7160
1218,삼성공조,6660
1219,삼성생명,32830
1220,삼성전기,9150
1221,삼양사,145990
1222,삼양패키징,272550
1223,삼화전기,9470
1224,샘표,7540
1225,서흥,8490
1226,세하,27970
1227,수산중공업,17550
1228,신세계I&C,35510
1229,신세계건설,34300
1230,신영와코루,5800
1231,신영증권,1720
1232,신원,9270
1233,신풍제지,2870
1234,아주캐피탈,33660
1235,에스엘,5850
1236,에이프로젠 KIC,7460
1237,엘브이엠씨,900140
1238,엘에스일렉트릭,10120
1239,오리온,271560
1240,우리금융지주,316140
1241,우성사료,6980
1242,웰바이오텍,10600
1243,유안타증권,3470
1244,일진머티리얼즈,20150
1245,일진전기,103590
1246,조광피혁,4700
1247,조일알미늄,18470
1248,진흥기업,2780
1249,카카오,35720
1250,케이씨티시,9070
1251,케이티,30200
1252,코리안리,3690
1253,코스맥스비티아이,44820
1254,크라운제과,264900
1255,크라운해태홀딩스,5740
1256,태림포장,11280
1257,태원물산,1420
1258,티에이치엔,19180
1259,팬오션,28670
1260,평화산업,90080
1261,하나투어,39130
1262,하이골드12호,172580
1263,한국프랜지공업,10100
1264,한독,2390
1265,한세엠케이,69640
1266,한솔제지,213500
1267,한솔케미칼,14680
1268,한솔테크닉스,4710
1269,한온시스템,18880
1270,한진,2320
1271,해성디에스,195870
1272,현대리바트,79430
1273,현대해상,1450
1274,혜인,3010
1275,화성산업,2460
1276,휴비스,79980
1277,CNH,23460
1278,DMS,68790
1279,IBKS제11호스팩,335890
1280,IBKS제14호스팩,351320
1281,KBI메탈,24840
1282,KMH하이텍,52900
1283,KNN,58400
1284,KPX생명과학,114450
1285,KTH,36030
1286,KT서브마린,60370
1287,OQP,78590
1288,SBS콘텐츠허브,46140
1289,SG&G,40610
1290,SGA,49470
1291,SNK,950180
1292,SV인베스트먼트,289080
1293,TPC,48770
1294,TS인베스트먼트,246690
1295,YBM넷,57030
1296,iMBC,52220
1297,가온미디어,78890
1298,경동제약,11040
1299,고영,98460
1300,골드퍼시픽,38530
1301,골든센츄리,900280
1302,광진윈텍,90150
1303,구영테크,53270
1304,국보디자인,66620
1305,글로스퍼랩스,32860
1306,나이스정보통신,36800
1307,남화산업,111710
1308,네스엠,56000
1309,네오오토,212560
1310,네오위즈,95660
1311,네오크레마,311390
1312,넷게임즈,225570
1313,노랑풍선,104620
1314,노바텍,285490
1315,뉴보텍,60260
1316,다날,64260
1317,다우데이타,32190
1318,대원미디어,48910
1319,대한과학,131220
1320,대호피앤씨,21040
1321,대화제약,67080
1322,동아화성,41930
1323,동양파일,228340
1324,디앤씨미디어,263720
1325,디이엔티,79810
1326,라닉스,317120
1327,라온피플,300120
1328,랩지노믹스,84650
1329,로스웰,900260
1330,리더스코스메틱,16100
1331,리메드,302550
1332,린드먼아시아,277070
1333,마니커에프앤지,195500
1334,매직마이크로,127160
1335,메가엠디,133750
1336,메드팩토,235980
1337,메카로,241770
1338,모베이스,101330
1339,모아텍,33200
1340,미래에셋대우스팩4호,333430
1341,바른손이앤에이,35620
1342,바이오스마트,38460
1343,바텍,43150
1344,보광산업,225530
1345,본느,226340
1346,브릿지바이오,288330
1347,블러썸엠앤씨,263920
1348,비엠티,86670
1349,비츠로셀,82920
1350,비츠로시스,54220
1351,삼기오토모티브,122350
1352,삼보모터스,53700
1353,삼영엠텍,54540
1354,삼천당제약,250
1355,샘코,263540
1356,서울옥션,63170
1357,서한,11370
1358,성도이엔지,37350
1359,성우전자,81580
1360,세원물산,24830
1361,셀리버리,268600
1362,스카이문스테크놀로지,33790
1363,시너지이노베이션,48870
1364,신성델타테크,65350
1365,신화인터텍,56700
1366,씨젠,96530
1367,아이컴포넌트,59100
1368,아즈텍WB,32080
1369,안랩,53800
1370,알서포트,131370
1371,애니플러스,310200
1372,어보브반도체,102120
1373,에너토크,19990
1374,에버다임,41440
1375,에스넷,38680
1376,에스디시스템,121890
1377,에스앤에스텍,101490
1378,에스에이엠티,31330
1379,에스와이,109610
1380,에스티큐브,52020
1381,에스피지,58610
1382,에이비프로바이오,195990
1383,에이피티씨,89970
1384,에코마케팅,230360
1385,에코바이오,38870
1386,에코캡,128540
1387,에프앤리퍼블릭,64090
1388,에프엔에스테크,83500
1389,엔바이오니아,317870
1390,엔에이치스팩13호,310840
1391,엔에이치스팩15,339950
1392,엘엠에스,73110
1393,엠아이텍,179290
1394,엠에스오토텍,123040
1395,엠케이전자,33160
1396,오스템임플란트,48260
1397,오이솔루션,138080
1398,올리패스,244460
1399,와이엠씨,155650
1400,와이엠티,251370
1401,와이제이엠게임즈,193250
1402,우리넷,115440
1403,우리조명,37400
1404,원익IPS,240810
1405,위세아이텍,65370
1406,유니슨,18000
1407,유니크,11320
1408,유아이디,69330
1409,유아이엘,49520
1410,이상네트웍스,80010
1411,이엠코리아,95190
1412,이큐셀,160600
1413,이퓨쳐,134060
1414,이화공영,1840
1415,인텔리안테크,189300
1416,인피니트헬스케어,71200
1417,일신바이오,68330
1418,장원테크,174880
1419,정원엔시스,45510
1420,제이씨케미칼,137950
1421,제이앤티씨,204270
1422,제이엘케이,322510
1423,젬백스링크,64800
1424,좋은사람들,33340
1425,중앙백신,72020
1426,지어소프트,51160
1427,지엔원에너지,270520
1428,지트리비앤티,115450
1429,청보산업,13720
1430,카스,16920
1431,카페24,42000
1432,케이비17호스팩,317030
1433,케이에스피,73010
1434,코리아센터,290510
1435,큐리언트,115180
1436,크린앤사이언스,45520
1437,테라셈,182690
1438,토박스코리아,215480
1439,티케이케미칼,104480
1440,팅크웨어,84730
1441,파라텍,33540
1442,파티게임즈,194510
1443,팜스토리,27710
1444,푸드나무,290720
1445,푸른저축은행,7330
1446,프리엠스,53160
1447,플랜티넷,75130
1448,피엔티,137400
1449,피제이메탈,128660
1450,하나머티리얼즈,166090
1451,한국선재,25550
1452,한국전자인증,41460
1453,한국큐빅,21650
1454,한독크린텍,256150
1455,한화플러스제1호스팩,340440
1456,현대사료,16790
1457,현우산업,92300
1458,형지I&C,11080
1459,홈캐스트,64240
1460,화이브라더스코리아,204630
1461,휴메딕스,200670
1462,흥구석유,24060
1463,골프존데카,183410
1464,네추럴FNP,86220
1465,데이터스트림즈,199150
1466,비나텍,126340
1467,비엔디생활건강,215050
1468,비엔에프코퍼레이션,271780
1469,씨앗,103660
1470,아이케이세미콘,149010
1471,애드바이오텍,179530
1472,에스에이티이엔지,158300
1473,에스엘에스바이오,246250
1474,엔지브이아이,93510
1475,엠앤씨생명과학,225860
1476,이앤에치,341310
1477,이에스산업,241510
1478,제노텍,66830
1479,청광건설,140290
1480,파인이엠텍,278990
1481,판도라티비,202960
1482,펨토바이오메드,327610
1483,프로테옴텍,303360
1484,CS홀딩스,590
1485,DB,12030
1486,DB손해보험,5830
1487,GS리테일,7070
1488,HDC,12630
1489,JW생명과학,234080
1490,KC그린홀딩스,9440
1491,KR모터스,40
1492,LG유플러스,32640
1493,SPC삼립,5610
1494,경농,2100
1495,경동도시가스,267290
1496,경방,50
1497,광동제약,9290
1498,광주신세계,37710
1499,국도화학,7690
1500,금비,8870
1501,금호타이어,73240
1502,남영비비안,2070
1503,대림산업,210
1504,대림통상,6570
1505,대신증권,3540
1506,대웅,3090
1507,대원강업,430
1508,대원전선,6340
1509,대원화성,24890
1510,대유에이텍,2880
1511,더블유게임즈,192080
1512,동부건설,5960
1513,동성제약,2210
1514,동양고속,84670
1515,동양철관,8970
1516,동원수산,30720
1517,롯데쇼핑,23530
1518,롯데지주,4990
1519,메리츠화재,60
1520,미원에스씨,268280
1521,부산산업,11390
1522,삼광글라스,5090
1523,삼성엔지니어링,28050
1524,삼익악기,2450
1525,삼천리,4690
1526,서울식품공업,4410
1527,성창기업지주,180
1528,세종공업,33530
1529,시디즈,134790
1530,신도리코,29530
1531,씨아이테크,4920
1532,아모레퍼시픽그룹,2790
1533,아시아나IDT,267850
1534,아시아나항공,20560
1535,알루코,1780
1536,에스제이엠홀딩스,25530
1537,엔에스쇼핑,138250
1538,오뚜기,7310
1539,유성기업,2920
1540,유양디앤유,11690
1541,이리츠코크렙,88260
1542,이수페타시스,7660
1543,이아이디,93230
1544,인디에프,14990
1545,일동홀딩스,230
1546,일진홀딩스,15860
1547,자이에스앤디,317400
1548,자화전자,33240
1549,전방,950
1550,제이준코스메틱,25620
1551,제이콘텐트리,36420
1552,제일기획,30000
1553,지투알,35000
1554,진양폴리우레탄,10640
1555,콤텍시스템,31820
1556,태경비케이,14580
1557,티웨이항공,91810
1558,퍼스텍,10820
1559,포스코인터내셔널,47050
1560,하이골드3호,153360
1561,한국ANKOR유전,152550
1562,한국내화,10040
1563,한국주철관공업,970
1564,한국콜마,161890
1565,한국화장품,123690
1566,한라,14790
1567,한미반도체,42700
1568,한섬,20000
1569,한세실업,105630
1570,한솔홈데코,25750
1571,한올바이오파마,9420
1572,한화손해보험,370
1573,핸즈코퍼레이션,143210
1574,현대오토에버,307950
1575,화승엔터프라이즈,241590
1576,화인베스틸,133820
1577,화천기계,10660
1578,효성중공업,298040
1579,효성첨단소재,298050
1580,후성,93370
1581,휠라홀딩스,81660
1582,휴스틸,5010
1583,3S,60310
1584,EMW,79190
1585,JYP Ent.,35900
1586,RFHIC,218410
1587,SK바이오랜드,52260
1588,강원,114190
1589,경남제약,53950
1590,고려신용정보,49720
1591,광진실업,26910
1592,그린플러스,186230
1593,기산텔레콤,35460
1594,나무기술,242040
1595,나이스디앤비,130580
1596,네패스,33640
1597,대동금속,20400
1598,대림제지,17650
1599,대신밸런스제6호스팩,307750
1600,대신정보통신,20180
1601,더블유에프엠,35290
1602,동국알앤에스,75970
1603,동우팜투테이블,88910
1604,동운아나텍,94170
1605,디아이티,110990
1606,디에이치피코리아,131030
1607,디케이락,105740
1608,디케이티,290550
1609,라온시큐어,42510
1610,라파스,214260
1611,리노스,39980
1612,리더스 기술투자,19570
1613,마이크로컨텍솔,98120
1614,메가스터디,72870
1615,메지온,140410
1616,명성티엔에스,257370
1617,모다이노칩,80420
1618,모베이스전자,12860
1619,미디어젠,279600
1620,미래나노텍,95500
1621,미래테크놀로지,213090
1622,바이오리더스,142760
1623,바이오빌,65940
1624,뷰웍스,100120
1625,브레인콘텐츠,66980
1626,블루콤,33560
1627,비에이치,90460
1628,비츠로테크,42370
1629,비피도,238200
1630,빅텍,65450
1631,삼보산업,9620
1632,삼성머스트스팩3호,309930
1633,삼표시멘트,38500
1634,상상인이안1호스팩,307870
1635,서부T&D,6730
1636,선광,3100
1637,세진티에스,67770
1638,세화피앤씨,252500
1639,셀리드,299660
1640,소리바다,53110
1641,수젠텍,253840
1642,스킨앤스킨,159910
1643,신라섬유,1000
1644,신화콘텍,187270
1645,쎄니트,37760
1646,씨씨에스,66790
1647,씨엔플러스,115530
1648,아시아경제,127710
1649,아이디스홀딩스,54800
1650,아이쓰리시스템,214430
1651,아주IB투자,27360
1652,안국약품,1540
1653,알톤스포츠,123750
1654,알파홀딩스,117670
1655,압타바이오,293780
1656,야스,255440
1657,에스맥,97780
1658,에스모,73070
1659,에스에너지,95910
1660,에스에이티,60540
1661,에스엔유,80000
1662,에스엠코어,7820
1663,에스티오,98660
1664,에이에프더블류,312610
1665,에이테크솔루션,71670
1666,에코마이스터,64510
1667,에프엔씨엔터,173940
1668,엘비세미콘,61970
1669,엘이티,297890
1670,엠에스씨,9780
1671,엠젠플러스,32790
1672,오디텍,80520
1673,오로라,39830
1674,오킨스전자,80580
1675,와이엔텍,67900
1676,와이오엠,66430
1677,와이지엔터테인먼트,122870
1678,우주일렉트로,65680
1679,우진비앤지,18620
1680,웹케시,53580
1681,위니아딤채,71460
1682,위지윅스튜디오,299900
1683,윈스,136540
1684,유앤아이,56090
1685,유틸렉스,263050
1686,이그잭스,60230
1687,이니텍,53350
1688,이더블유케이,258610
1689,이테크건설,16250
1690,인바디,41830
1691,인산가,277410
1692,인지디스플레,37330
1693,인콘,83640
1694,인크로스,216050
1695,인터엠,17250
1696,일지테크,19540
1697,자안,221610
1698,제이엠아이,33050
1699,조이맥스,101730
1700,지노믹트리,228760
1701,지니틱스,303030
1702,진로발효,18120
1703,체리부로,66360
1704,컴투스,78340
1705,케이디켐,221980
1706,케이씨티,89150
1707,케이피에스,256940
1708,코디,80530
1709,코리아에스이,101670
1710,코스나인,82660
1711,코아스템,166480
1712,큐렉소,60280
1713,큐로컴,40350
1714,큐브앤컴퍼니,43090
1715,크리스탈,83790
1716,태양,53620
1717,테라젠이텍스,66700
1718,테크윙,89030
1719,티엘아이,62860
1720,티움바이오,321550
1721,파인테크닉스,106240
1722,팜스빌,318010
1723,팬스타엔터프라이즈,54300
1724,펄어비스,263750
1725,평화정공,43370
1726,포메탈,119500
1727,포스코 ICT,22100
1728,플레이위드,23770
1729,피씨엘,241820
1730,피피아이,62970
1731,하나금융13호스팩,320000
1732,하이제4호스팩,317240
1733,한국제8호스팩,310870
1734,한류AI센터,222810
1735,한류타임즈,39670
1736,한솔인티큐브,70590
1737,한스바이오메드,42520
1738,한창산업,79170
1739,한컴MDS,86960
1740,한화에스비아이스팩,317320
1741,현대공업,170030
1742,화신정공,126640
1743,휴마시스,205470
1744,휴비츠,65510
1745,흥국,10240
1746,굿센,243870
1747,라온테크,232680
1748,라이프사이언스테크놀로지,285770
1749,메디안디노스틱,233250
1750,명진홀딩스,267060
1751,수프로,185190
1752,시큐센,232830
1753,에브리봇,270660
1754,에스엠비나,299670
1755,에이원알폼,234070
1756,엠로,58970
1757,유니포인트,121060
1758,질경이,233990
1759,케어룸의료산업,327970
1760,탑선,180060
1761,BGF,27410
1762,BNK금융지주,138930
1763,DB하이텍,990
1764,HSD엔진,82740
1765,KG동부제철,16380
1766,KG케미칼,1390
1767,KTB투자증권,30210
1768,KTcs,58850
1769,LG생활건강,51900
1770,SG세계물산,4060
1771,SIMPAC,9160
1772,SK가스,18670
1773,SK디앤디,210980
1774,SK렌터카,68400
1775,STX엔진,77970
1776,STX중공업,71970
1777,TCC스틸,2710
1778,가온전선,500
1779,경보제약,214390
1780,계양전기,12200
1781,고려산업,2140
1782,광전자,17900
1783,국제약품,2720
1784,기아자동차,270
1785,넥센,5720
1786,넥스트사이언스,3580
1787,농심,4370
1788,다우기술,23590
1789,대림씨엔에스,4440
1790,대성산업,128820
1791,대유플러스,300
1792,대한전선,1440
1793,대한제분,1130
1794,대한항공,3490
1795,대한화섬,3830
1796,동남합성,23450
1797,동방,4140
1798,동아타이어,282690
1799,동양피스톤,92780
1800,동원시스템즈,14820
1801,두산밥캣,241560
1802,디와이파워,210540
1803,롯데리츠,330590
1804,메리츠금융지주,138040
1805,무림P&P,9580
1806,미원상사,2840
1807,방림,3610
1808,보령제약,3850
1809,사조오양,6090
1810,삼아알미늄,6110
1811,삼호개발,10960
1812,삼화전자공업,11230
1813,삼화페인트공업,390
1814,새론오토모티브,75180
1815,성문전자,14910
1816,세아베스틸,1430
1817,세아제강지주,3030
1818,쌍방울,102280
1819,쌍용양회공업,3410
1820,씨에스윈드,112610
1821,아남전자,8700
1822,아세아제지,2310
1823,애경유화,161000
1824,에쓰씨엔지니어링,23960
1825,에어부산,298690
1826,엔케이물산,9810
1827,영원무역,111770
1828,영흥,12160
1829,오리엔트바이오,2630
1830,오리온홀딩스,1800
1831,용평리조트,70960
1832,웅진,16880
1833,원림,5820
1834,유니퀘스트,77500
1835,이엔플러스,74610
1836,일동제약,249420
1837,일신석재,7110
1838,일양약품,7570
1839,주연테크,44380
1840,지코,10580
1841,진양산업,3780
1842,케이비아이동국실업,1620
1843,케이씨,29460
1844,케이티스카이라이프,53210
1845,코오롱,2020
1846,키움증권,39490
1847,티웨이홀딩스,4870
1848,파미셀,5690
1849,평화홀딩스,10770
1850,풀무원,17810
1851,하이트진로홀딩스,140
1852,한국단자공업,25540
1853,한국조선해양,9540
1854,한국카본,17960
1855,한농화성,11500
1856,한신공영,4960
1857,한익스프레스,14130
1858,한전기술,52690
1859,한화투자증권,3530
1860,현대글로비스,86280
1861,형지엘리트,93240
1862,화승알앤에이,13520
1863,효성티앤씨,298020
1864,GRT,900290
1865,GV,45890
1866,HB테크놀러지,78150
1867,IBKS제12호스팩,335870
1868,ISC,95340
1869,KD,44180
1870,KG이니시스,35600
1871,MP한강,219550
1872,NE능률,53290
1873,NHN한국사이버결제,60250
1874,SBI인베스트먼트,19550
1875,SG,255220
1876,고려제약,14570
1877,국일제지,78130
1878,금강철강,53260
1879,기가레인,49080
1880,나노스,151910
1881,나노캠텍,91970
1882,나라엠앤디,51490
1883,나우IB,293580
1884,내츄럴엔도텍,168330
1885,네오펙트,290660
1886,녹십자엠에스,142280
1887,녹십자웰빙,234690
1888,뉴로스,126870
1889,뉴지랩,214870
1890,대동기어,8830
1891,대륙제관,4780
1892,대모,317850
1893,대성엘텍,25440
1894,대성창투,27830
1895,대양제지,6580
1896,대정화금,120240
1897,대창스틸,140520
1898,덕우전자,263600
1899,동국S&C,100130
1900,동성화인텍,33500
1901,동양에스텍,60380
1902,동양이엔피,79960
1903,동일철강,23790
1904,드래곤플라이,30350
1905,디스플레이텍,66670
1906,디에스케이,109740
1907,디오스텍,196450
1908,디자인,227100
1909,디젠스,113810
1910,디케이디앤아이,33310
1911,러셀,217500
1912,레이,228670
1913,매일유업,267980
1914,맥스로텍,141070
1915,멀티캠퍼스,67280
1916,메디프론,65650
1917,모바일어플라이언스,87260
1918,미투온,201490
1919,바른손,18700
1920,바이오로그디바이스,208710
1921,바이오솔루션,86820
1922,바이오톡스텍,86040
1923,버추얼텍,36620
1924,베스파,299910
1925,빅솔론,93190
1926,삼목에스폼,18310
1927,삼성스팩2호,291230
1928,상상인,38540
1929,상신전자,263810
1930,서진시스템,178320
1931,서플러스글로벌,140070
1932,선익시스템,171090
1933,세틀뱅크,234340
1934,셀트리온헬스케어,91990
1935,소마젠,950200
1936,소프트센,32680
1937,쇼박스,86980
1938,스타모빌리티,158310
1939,시스웍,269620
1940,시큐브,131090
1941,신진에스엠,138070
1942,심텍홀딩스,36710
1943,쎌바이오텍,49960
1944,씨티케이코스메틱스,260930
1945,아모그린텍,125210
1946,아미노로직스,74430
1947,아이디스,143160
1948,아이앤씨,52860
1949,아이에스이커머스,69920
1950,아이엠,101390
1951,아이엠텍,226350
1952,아진엑스텍,59120
1953,아톤,158430
1954,알엔투테크놀로지,148250
1955,액토즈소프트,52790
1956,앤씨앤,92600
1957,에스엠,41510
1958,에스티아이,39440
1959,에이아이비트,39230
1960,에이치케이,44780
1961,에이텍,45660
1962,에코프로,86520
1963,엔지스테크널러지,208860
1964,오리엔탈정공,14940
1965,오리엔트정공,65500
1966,오리콤,10470
1967,오스템,31510
1968,우리기술,32820
1969,우리기술투자,41190
1970,우리로,46970
1971,우정바이오,215380
1972,월덱스,101160
1973,웹스,196700
1974,윙입푸드,900340
1975,유니셈,36200
1976,유니트론텍,142210
1977,유진기업,23410
1978,유진로봇,56080
1979,율호,72770
1980,이디티,215090
1981,이라이콤,41520
1982,이베스트투자증권,78020
1983,이스트아시아홀딩스,900110
1984,이엑스티,226360
1985,이엔에프테크놀로지,102710
1986,이원컴포텍,88290
1987,이크레더블,92130
1988,이화전기,24810
1989,인트론바이오,48530
1990,인프라웨어,41020
1991,일진파워,94820
1992,제노포커스,187420
1993,제룡산업,147830
1994,제이에스티나,26040
1995,젠큐릭스,229000
1996,조이시티,67000
1997,중앙에너비스,440
1998,지엘팜텍,204840
1999,진매트릭스,109820
2000,창해에탄올,4650
2001,청담러닝,96240
2002,컬러레이,900310
2003,케어랩스,263700
2004,케이알피앤이,60900
2005,케이엔제이,272110
2006,케이엠,83550
2007,케이엠제약,225430
2008,케이프,64820
2009,켐트로닉스,89010
2010,켐트로스,220260
2011,코닉글로리,94860
2012,코다코,46070
2013,코리아에프티,123410
2014,코센,9730
2015,큐로홀딩스,51780
2016,태광,23160
2017,티피씨글로벌,130740
2018,파크시스템스,140860
2019,파트론,91700
2020,팬젠,222110
2021,포스코엠텍,9520
2022,포인트엔지니어링,256630
2023,포티스,141020
2024,퓨쳐스트림네트웍스,214270
2025,피앤씨테크,237750
2026,피앤이솔루션,131390
2027,필로시스헬스케어,57880
2028,하나머스트제6호스팩,307160
2029,하림지주,3380
2030,하이제5호스팩,340120
2031,하이텍팜,106190
2032,한국가구,4590
2033,한국정밀기계,101680
2034,한빛소프트,47080
2035,한송네오텍,226440
2036,현대통신,39010
2037,화일약품,61250
2038,휘닉스소재,50090
2039,휴림로봇,90710
2040,다이노나,86080
2041,대동고려삼,178600
2042,더콘텐츠온,302920
2043,볼빅,206950
2044,뿌리깊은나무들,266170
2045,스템랩,258540
2046,아이피몬스터,223220
2047,안지오랩,251280
2048,에스엔피제네틱스,86460
2049,에이비온,203400
2050,에이펙스인텍,207490
2051,엔솔바이오사이언스,140610
2052,엔에스컴퍼니,224760
2053,옐로페이,179720
2054,이비테크,208850
2055,인터코스,240340
2056,코셋,189350
2057,티씨엠생명과학,228180
2058,파마리서치바이오,217950
2059,BYC,1460
2060,HMM,11200
2061,JB금융지주,175330
2062,LS네트웍스,680
2063,SK,34730
2064,SK디스커버리,6120
2065,강남제비스코,860
2066,경동나비엔,9450
2067,광명전기,17040
2068,그린케미칼,83420
2069,금호석유화학,11780
2070,깨끗한나라,4540
2071,남광토건,1260
2072,노루홀딩스,320
2073,대동공업,490
2074,대상홀딩스,84690
2075,대성에너지,117580
2076,대우부품,9320
2077,대창단조,15230
2078,도화엔지니어링,2150
2079,동성화학,5190
2080,동아에스티,170900
2081,동아지질,28100
2082,동양물산기업,2900
2083,동일고무벨트,163560
2084,동일산업,4890
2085,동일제강,2690
2086,두올,16740
2087,롯데푸드,2270
2088,롯데하이마트,71840
2089,모나리자,12690
2090,무림페이퍼,9200
2091,미래산업,25560
2092,미래에셋대우,6800
2093,보해양조,890
2094,삼화콘덴서공업,1820
2095,상신브레이크,41650
2096,서울도시가스,17390
2097,성안,11300
2098,신대양제지,16590
2099,신흥,4080
2100,쎌마테라퓨틱스,15540
2101,에스케이바이오팜,326030
2102,에이프로젠제약,3060
2103,영풍제지,6740
2104,우리들제약,4720
2105,우리종금,10050
2106,우진아이엔에스,10400
2107,웅진씽크빅,95720
2108,유수홀딩스,700
2109,유엔젤,72130
2110,율촌화학,8730
2111,이노션,214320
2112,이화산업,760
2113,인팩,23810
2114,일신방직,3200
2115,일진디스플,20760
2116,제주은행,6220
2117,제주항공,89590
2118,종근당,185750
2119,진양홀딩스,100250
2120,천일고속,650
2121,체시스,33250
2122,카프로,6380
2123,컨버즈,109070
2124,케이티앤지,33780
2125,코스맥스,192820
2126,태영건설,9410
2127,폴루스바이오팜,7630
2128,풍산,103140
2129,하나금융지주,86790
2130,한국가스공사,36460
2131,한국전력공사,15760
2132,한국항공우주,47810
2133,한성기업,3680
2134,한세예스24홀딩스,16450
2135,한일홀딩스,3300
2136,한전산업,130660
2137,한창,5110
2138,현대그린푸드,5440
2139,현대로템,64350
2140,현대미포조선,10620
2141,현대백화점,69960
2142,현대약품,4310
2143,현대종합상사,11760
2144,화신,10690
2145,휴켐스,69260
2146,흥국화재,540
2147,AP시스템,265520
2148,AP위성,211270
2149,S&K폴리텍,91340
2150,SFA반도체,36540
2151,THE MIDONG,161570
2152,YTN,40300
2153,골프존뉴딘홀딩스,121440
2154,글로벌에스엠,900070
2155,금화피에스시,36190
2156,까스텔바작,308100
2157,나무가,190510
2158,네온테크,306620
2159,넥스트아이,137940
2160,녹십자랩셀,144510
2161,농우바이오,54050
2162,뉴트리,270870
2163,다나와,119860
2164,다믈멀티미디어,93640
2165,대동스틸,48470
2166,대명소노시즌,7720
2167,대보마그네틱,290670
2168,대신밸런스제8호스팩,336570
2169,대한광통신,10170
2170,더네이쳐홀딩스,298540
2171,데이타솔루션,263800
2172,덱스터,206560
2173,도이치모터스,67990
2174,동원개발,13120
2175,동일금속,109860
2176,동화기업,25900
2177,드림시큐리티,203650
2178,드림어스컴퍼니,60570
2179,디딤,217620
2180,디에이테크놀로지,196490
2181,디와이피엔에프,104460
2182,디지캡,197140
2183,디지탈옵틱,106520
2184,레몬,294140
2185,로보티즈,108490
2186,로체시스템즈,71280
2187,루멘스,38060
2188,루트로닉,85370
2189,리노공업,58470
2190,마이크로디지탈,305090
2191,마크로젠,38290
2192,매커스,93520
2193,메디아나,41920
2194,멜파스,96640
2195,모바일리더,100030
2196,미래생명자원,218150
2197,미래컴퍼니,49950
2198,바른전자,64520
2199,바른테크놀로지,29480
2200,배럴,267790
2201,백금T&A,46310
2202,보성파워텍,6910
2203,브이원텍,251630
2204,브이티지엠피,18290
2205,비씨월드제약,200780
2206,비아트론,141000
2207,빛샘전자,72950
2208,상상인이안제2호스팩,329560
2209,상상인인더스트리,101000
2210,서남,294630
2211,서울리거,43710
2212,서울제약,18680
2213,서전기전,189860
2214,서희건설,35890
2215,성광벤드,14620
2216,세동,53060
2217,세미콘라이트,214310
2218,세중,39310
2219,센트럴바이오,51980
2220,솔브레인홀딩스,36830
2221,솔트룩스,304100
2222,솔트웍스,230980
2223,슈프리마아이디,317770
2224,스카이이앤엠,131100
2225,신신제약,2800
2226,신영스팩6호,344050
2227,싸이맥스,160980
2228,썸에이지,208640
2229,쏠리드,50890
2230,씨아이에스,222080
2231,씨에스베어링,297090
2232,아난티,25980
2233,아바코,83930
2234,아스트,67390
2235,아이스크림에듀,289010
2236,아이텍,119830
2237,아이티엠반도체,84850
2238,알로이스,297570
2239,양지사,30960
2240,에스씨디,42110
2241,에스텍,69510
2242,에스폴리텍,50760
2243,에스피시스템스,317830
2244,에이디테크놀로지,200710
2245,에이치엘비생명과학,67630
2246,에이치엘비파워,43220
2247,에치에프알,230240
2248,엔에이치스팩16호,353190
2249,엘앤씨바이오,290650
2250,엘앤에프,66970
2251,엘티씨,170920
2252,영우디에스피,143540
2253,영풍정밀,36560
2254,예선테크,250930
2255,오상자이엘,53980
2256,오스코텍,39200
2257,오파스넷,173130
2258,올릭스,226950
2259,옴니시스템,57540
2260,옴니텔,57680
2261,와토스코리아,79000
2262,우리산업,215360
2263,우리이앤엘,153490
2264,우원개발,46940
2265,위즈코프,38620
2266,윈팩,97800
2267,유바이오로직스,206650
2268,유비케어,32620
2269,유안타제3호스팩,287410
2270,유진스팩4호,321260
2271,이노메트리,302430
2272,이노와이즈,86250
2273,이노테라피,246960
2274,이매진아시아,36260
2275,이베스트이안스팩1호,323210
2276,이씨에스,67010
2277,이엔드디,101360
2278,이오테크닉스,39030
2279,인터로조,119610
2280,인트로메딕,150840
2281,인화정공,101930
2282,자연과환경,43910
2283,정산애강,22220
2284,제넥신,95700
2285,제닉,123330
2286,제이브이엠,54950
2287,제이엔케이히터,126880
2288,제일테크노스,38010
2289,제테마,216080
2290,중앙오션,54180
2291,지에스이,53050
2292,지와이커머스,111820
2293,진양제약,7370
2294,차바이오텍,85660
2295,천랩,311690
2296,케어젠,214370
2297,케이맥,43290
2298,케이엘넷,39420
2299,케이엠더블유,32500
2300,케이프이에스제4호,347140
2301,코렌텍,104540
